acqf,trial,iteration,best_f,c_x,sum_c_x,cum_costs,eta
EIPU,3,5,-8.520024590843883,"{'0': 156.39487201620935, '1': 91.3505046484116, '2': 84.4721597306836}",332.21753639530453,7087.795066839293,0.7737809374999999
EI,5,14,-34.534778427875096,"{'0': 250.289436089841, '1': 73.50240956362495, '2': 79.96777296724798}",403.7596186207139,10908.272759075871,0.48767497911552943
EI,1,15,-96.53685439140887,"{'0': 250.7009872720052, '1': 62.14630118896483, '2': 89.45315247912278}",402.3004409400928,19200.55723660943,0.46329123015975293
EI,2,16,-39.30090056899283,"{'0': 385.6720348877142, '1': 69.4522691139003, '2': 89.80860029893715}",544.9329043005516,9456.454291788184,0.44012666865176525
EI,3,15,-15.18794013219685,"{'0': 224.63605514846316, '1': 92.97084974293034, '2': 89.9915267415434}",407.59843163293687,12822.247860293965,0.46329123015975293
EIPU,4,4,-2774.727395133767,"{'0': 171.8663894362064, '1': 71.57162548414352, '2': 82.29692907971658}",325.7349440000665,5844.489511634758,0.8145062499999999
EIPU-MEMO,2,3,-100.91301077422895,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 71.28646768978535}",71.48646769276559,4303.215230542062,0.8573749999999999
EIPU,5,6,-99.94641492722327,"{'0': 169.35704828982085, '1': 85.81005610648086, '2': 88.73555862446311}",343.9026630207648,6681.314176878466,0.7350918906249998
EI,4,13,-353.84956451790777,"{'0': 234.80303928664674, '1': 74.72831682375917, '2': 85.01295656846585}",394.54431267887173,10672.804623690607,0.5133420832795047
EI,5,15,-34.534778427875096,"{'0': 301.30170098068925, '1': 93.11823877959824, '2': 82.29060621455199}",476.7105459748395,11384.983305050711,0.46329123015975293
EI,1,16,-96.53685439140887,"{'0': 1123.3620937597698, '1': 88.65385611241251, '2': 87.53040613601829}",1299.5463560082005,20500.10359261763,0.44012666865176525
EI,3,16,-15.18794013219685,"{'0': 381.8440431426609, '1': 61.790838993243945, '2': 82.65451713118347}",526.2893992670884,13348.537259561053,0.44012666865176525
EI,2,17,-39.30090056899283,"{'0': 274.27573686625146, '1': 77.1359681356927, '2': 89.99919536348494}",441.4109003654291,9897.865192153613,0.41812033521917696
EIPU,3,6,-8.520024590843883,"{'0': 169.48521175610313, '1': 90.06394012134623, '2': 89.95053542862503}",349.4996873060744,7437.294754145368,0.7350918906249998
EEIPU,5,3,-89.55432679941488,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 70.47870007635188}",70.67870007933212,5078.398064980057,0.8573749999999999
EEIPU,3,3,-33.77311360112274,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 89.20221711362444}",89.40221711660467,5965.009717755725,0.8573749999999999
EI,5,16,-34.534778427875096,"{'0': 487.475600072624, '1': 78.06885434934603, '2': 89.45661170335617}",655.0010661253262,12039.984371176037,0.44012666865176525
EI,4,14,-353.84956451790777,"{'0': 229.95365502986917, '1': 92.98670115514162, '2': 89.65390762570071}",412.5942638107115,11085.398887501318,0.48767497911552943
EI,1,17,-96.53685439140887,"{'0': 1123.3620915255863, '1': 88.91787181541133, '2': 80.72973834214531}",1293.009701683143,21793.113294300772,0.41812033521917696
EI,2,18,-28.004852292820903,"{'0': 413.7260440715321, '1': 67.56815318287364, '2': 87.97676732377313}",569.2709645781789,10467.136156731793,0.3972143184582181
EEIPU,4,3,-2033.7933165216432,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 89.48231961790646}",89.68231962088669,5081.2004033689855,0.8573749999999999
EI,3,17,-15.18794013219685,"{'0': 269.9288944759618, '1': 86.90530373260523, '2': 89.60411324939714}",446.4383114579642,13794.975571019018,0.41812033521917696
EIPU,1,4,-73.44156007181631,"{'0': 142.08438473411377, '1': 64.44515683387772, '2': 89.53167660235421}",296.0612181703457,8495.449038013146,0.8145062499999999
EIPU-MEMO,3,3,-8.520024590843883,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 87.11958621647655}",87.31958621945678,5962.215487771318,0.8573749999999999
EIPU,5,7,-89.47692525509294,"{'0': 237.30207350788515, '1': 89.73490737830153, '2': 88.25558717460993}",415.2925680607966,7096.606744939263,0.6983372960937497
EIPU,2,7,-38.127478733883656,"{'0': 158.82327430758346, '1': 79.32347949112676, '2': 78.28203345731822}",316.42878725602844,6000.272674441963,0.6983372960937497
EI,5,17,-34.534778427875096,"{'0': 408.30671927369355, '1': 74.26425888177926, '2': 76.35245695812338}",558.9234351135962,12598.907806289633,0.41812033521917696
