acqf,trial,iteration,best_f,c_x,sum_c_x,cum_costs,eta
EI,2,14,-5.366474944024808,"{'0': 140.01156320012157, '1': 88.52532475790656, '2': 69.31420856474006}",297.8510965227682,6892.310994314171,0.48767497911552943
EI,3,18,-4.00588951333137,"{'0': 138.68625189090199, '1': 91.93189138677167, '2': 71.81366542587081}",302.43180870354445,7672.792510520633,0.3972143184582181
EIPU,2,7,-5.410037062693122,"{'0': 141.14086296849086, '1': 90.15110758446244, '2': 51.02998676147258}",282.3219573144259,4765.0372509735735,0.6983372960937497
EI,4,17,-4.311912647194049,"{'0': 139.99344581111671, '1': 72.06152868988742, '2': 54.044976918007656}",266.0999514190118,7637.653048492751,0.41812033521917696
EEIPU,3,5,-8.493956318752081,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 70.27211138415878}",70.47211138713901,3428.3045502293157,0.7737809374999999
EIPU,5,7,-4.9328099160097185,"{'0': 145.0313620030698, '1': 63.32843273655034, '2': 74.89390118398059}",283.25369592360073,4611.32321012541,0.6983372960937497
EIPU,3,8,-3.4793580756486944,"{'0': 161.42030325739978, '1': 84.50914355185942, '2': 35.925467027778275}",281.8549138370375,5102.01580881642,0.6634204312890623
EIPU,4,7,-5.3649388085740455,"{'0': 139.99983542102967, '1': 77.02589989633945, '2': 61.675981184003405}",278.7017165013725,5000.302508625236,0.6983372960937497
EI,1,18,-4.512284021839516,"{'0': 140.39925282240745, '1': 77.27901671033538, '2': 75.801510175058}",293.47977970780084,7927.706743586394,0.3972143184582181
EI,4,18,-4.311912647194049,"{'0': 139.98359233696885, '1': 76.57192851510122, '2': 57.771592628355634}",274.3271134804257,7911.980161973176,0.3972143184582181
EEIPU,4,5,-9.53356128793903,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 48.541223536528314}",48.741223539508546,3544.31812195304,0.7737809374999999
EIPU-MEMO,2,4,-7.413130630640202,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 56.02725388701217}",56.227253889992404,3212.81053189046,0.8145062499999999
EIPU,1,4,-8.703848823348194,"{'0': 140.2362119263155, '1': 52.513444836858966, '2': 59.08197725023294}",251.8316340134074,3833.191113916363,0.8145062499999999
EEIPU,2,5,-6.845421124537049,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 80.21335645611413}",80.41335645909436,3299.094813825916,0.7737809374999999
EI,5,20,-0.8363729697650943,"{'0': 140.16648461488046, '1': 76.61087371129443, '2': 68.26120864631935}",285.0385669724942,8347.281053113906,0.35848592240854177
EI,2,15,-5.366474944024808,"{'0': 140.12606543508392, '1': 92.52778618250954, '2': 54.22680410953499}",286.88065572712844,7179.191650041299,0.46329123015975293
EI,3,19,-4.00588951333137,"{'0': 138.68625189090199, '1': 80.01056539367056, '2': 71.66417384552852}",290.36099113010107,7963.153501650734,0.37735360253530714
EEIPU,1,4,-7.870135130821174,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 39.252058852679234}",39.452058855659466,3180.3429653497387,0.8145062499999999
EI,1,19,-4.512284021839516,"{'0': 140.12184661838214, '1': 78.44620331357785, '2': 89.52115450159066}",308.08920443355066,8235.795948019944,0.37735360253530714
EI,4,19,-3.0331143018490123,"{'0': 139.99719307401804, '1': 75.820284870512, '2': 60.18100078511104}",275.9984787296411,8187.978640702817,0.37735360253530714
EIPU,5,8,-4.9328099160097185,"{'0': 153.83149014666657, '1': 65.04417199871935, '2': 74.5591051526109}",293.4347672979968,4904.757977423406,0.6634204312890623
EI,1,20,-4.512284021839516,"{'0': 140.15354650438474, '1': 85.35337244860774, '2': 85.16143168891382}",310.6683506419063,8546.464298661851,0.35848592240854177
EI,5,21,-0.8363729697650943,"{'0': 140.01263754649992, '1': 74.98862064694393, '2': 72.12899138582536}",287.1302495792692,8634.411302693175,0.34056162628811465
EIPU-MEMO,4,4,-9.452517522116832,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 56.956729345796425}",57.15672934877666,3490.7994143011456,0.8145062499999999
EIPU,3,9,-3.4793580756486944,"{'0': 140.6157464836681, '1': 87.52009724590738, '2': 39.812586345931365}",267.94843007550685,5369.9642388919265,0.6302494097246091
EIPU-MEMO,5,4,-6.024697897756148,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 72.08032962403189}",72.28032962701212,3155.402181802881,0.8145062499999999
