acqf,trial,iteration,best_f,c_x,sum_c_x,cum_costs,eta
EI,4,17,2.6357839546128403,"{'0': 162.0499391132435, '1': 81.42424969196486, '2': 65.70096882746105}",309.1751576326694,7878.509178861079,0.41812033521917696
EEIPU,2,4,-0.24714235469727253,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 89.89597576067344}",90.09597576365367,3524.253375222243,0.8145062499999999
EI,1,15,0.744390121917683,"{'0': 154.48844075224574, '1': 66.58495978739771, '2': 81.33599627362109}",302.40939681326455,7376.219755111719,0.46329123015975293
EIPU,2,5,-2.0238098167411653,"{'0': 179.83815399692023, '1': 47.37995243346399, '2': 63.13666138370009}",290.3547678140843,4457.872033537871,0.7737809374999999
EI,5,14,2.487362020831416,"{'0': 171.13921237359096, '1': 85.96385474401806, '2': 73.65781257870923}",330.7608796963183,7653.264478779228,0.48767497911552943
EI,2,18,0.3996409405705945,"{'0': 175.21471536877698, '1': 46.77640321975796, '2': 63.13666138373783}",285.1277799722728,8324.77503600833,0.3972143184582181
EI,3,21,0.45313943628552633,"{'0': 179.979818759415, '1': 79.46795188048925, '2': 65.03872466543515}",324.4864953053394,9767.184786701007,0.34056162628811465
EIPU-MEMO,2,3,-0.7787652369786522,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 65.89712789755603}",66.09712790053626,3427.6318289301835,0.8573749999999999
EI,4,18,2.6357839546128403,"{'0': 146.74006060496865, '1': 88.14258606219364, '2': 65.70096882746105}",300.58361549462336,8179.092794355703,0.3972143184582181
EI,1,16,2.3567856345854983,"{'0': 157.23010983277896, '1': 67.07182275890062, '2': 75.00425343941362}",299.3061860310932,7675.525941142812,0.44012666865176525
EI,2,19,0.3996409405705945,"{'0': 170.21123486369214, '1': 47.046554430696176, '2': 63.13666138067968}",280.394450675068,8605.169486683399,0.37735360253530714
EIPU,3,8,2.4061132909087366,"{'0': 172.16849803496032, '1': 68.66257373422059, '2': 66.64522180120619}",307.4762935703871,5510.210503978297,0.6634204312890623
