acqf,trial,iteration,best_f,c_x,sum_c_x,cum_costs,eta
EIPU,1,5,-2.2733715598636377,"{'0': 127.12882372678942, '1': 67.43078780465777, '2': 61.18030594212274}",255.73991747356993,4563.149911641411,0.7737809374999999
EI,4,19,-3.243207124122738,"{'0': 123.30129526016398, '1': 78.48782760063189, '2': 83.98124204611958}",285.77036490691546,8199.112105380324,0.37735360253530714
EI,2,16,-0.6672980696193034,"{'0': 123.67099040484509, '1': 47.39281172239488, '2': 63.1366613837335}",234.20046351097346,6608.625289558726,0.44012666865176525
EI,5,14,2.198907666147575,"{'0': 128.25703494698448, '1': 88.70029411865963, '2': 60.513511419509}",277.4708404851531,7004.811151794653,0.48767497911552943
EIPU,4,5,-7.843436180603995,"{'0': 126.48961386010365, '1': 81.16714171156002, '2': 50.39520877094621}",258.0519643426099,4179.522542038047,0.7737809374999999
EI,4,20,-3.243207124122738,"{'0': 141.9922154004991, '1': 71.93570620489456, '2': 51.07694053121291}",265.00486213660656,8464.11696751693,0.35848592240854177
EI,2,17,-0.6672980696193034,"{'0': 125.08430592853978, '1': 44.920151484068725, '2': 75.82507608237317}",245.82953349498166,6854.4548230537075,0.41812033521917696
EIPU,3,9,-1.4987214272693394,"{'0': 136.90985969979778, '1': 67.98795628643616, '2': 68.40162934987302}",273.29944533610694,5571.033692011503,0.6302494097246091
EIPU-MEMO,2,3,-1.5549541967976404,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 75.86476935304816}",76.06476935602839,3156.501909233135,0.8573749999999999
EI,3,20,1.3673595717997404,"{'0': 125.49937554560888, '1': 71.48439804268153, '2': 53.982234668464635}",250.96600825675506,8489.449241627563,0.35848592240854177
EIPU,5,5,1.3661549269355326,"{'0': 136.85459990235526, '1': 88.00183773977719, '2': 65.53826596137178}",290.39470360350424,4335.418512394961,0.7737809374999999
EEIPU,2,4,-1.3765589810594263,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 89.83606259315994}",90.03606259614017,3249.493652173904,0.8145062499999999
EEIPU,4,4,-3.6528746369506235,"{'0': 0.10000000149011612, '1': 0.10000000149011612, '2': 83.98124204611969}",84.18124204909992,3456.1211124874208,0.8145062499999999
EI,4,21,-3.243207124122738,"{'0': 124.59962482310783, '1': 71.86326873219784, '2': 83.98124204611955}",280.4441356014252,8744.561103118354,0.34056162628811465
EI,1,16,2.106954625093653,"{'0': 129.06795293716436, '1': 68.19784933116406, '2': 65.81741354071542}",263.08321580904385,7505.560513697768,0.44012666865176525
EI,3,21,1.3673595717997404,"{'0': 137.72818681314828, '1': 92.70784113887825, '2': 86.13100671768254}",316.5670346697091,8806.016276297272,0.34056162628811465
EI,2,18,-0.5216623008138562,"{'0': 123.44554008493674, '1': 46.312602073604594, '2': 72.27160058431369}",242.029742742855,7096.4845657965625,0.3972143184582181
